1723749511,0xfe799cbe04cf1763ef1f76ee76c5aba3ba0b2c74,14000000000000000000,0x62f2d7de7533393e1120ce6bd10d899a556001e1
1723684685,0x09e64a2ab9caad50545430f935e5cc8f1033b8fc,55000000000000000000,0x03b12f5cfde18b14873aa1e8e019d088865c6350
1723667585,0x8a6eed831d981701ebf213d140c681191f721059,12000000000000000000,0x1a9af61fa92e6eb9b5eb9a39256f31a827770047
1723656787,0x09e64a2ab9caad50545430f935e5cc8f1033b8fc,8000000000000000000,0xb1d17be813fa9f7ae112c14e28da2c90842f1308
1723649584,0xfe799cbe04cf1763ef1f76ee76c5aba3ba0b2c74,50694907732590671715,0x20778ef053212073b85b1fe6784d9a7a797ecc49
1723634285,0xfe799cbe04cf1763ef1f76ee76c5aba3ba0b2c74,8000000000000000000,0x4a7d1b3b4c1ae389aa445233e7e99bd432d2ef45
1723631597,0xfe799cbe04cf1763ef1f76ee76c5aba3ba0b2c74,10000000000000000000,0x44a3820e5c989c23afce6cc39b969cf745b91813
1723627084,0x844c28cefba7f0e407dbe4c9fb15d11d709ca975,58720000000000000000,0x1f48d6e64d3886d5400e074a5218d6bb8f6ee049
1723619891,0xfe799cbe04cf1763ef1f76ee76c5aba3ba0b2c74,10000000000000000000,0x2897f95e4f0fd5218de4d41920d5af48c22836a6
1723589287,0xfe799cbe04cf1763ef1f76ee76c5aba3ba0b2c74,12000000000000000000,0x55bef3f4cb54818e2ba0b359b836702bbbd83c3d
1723588387,0x844c28cefba7f0e407dbe4c9fb15d11d709ca975,10000000000000000000,0x4deae887cbb39afcd877c7867040fabeb9d35a99
1723587484,0x161b0a8d9e7f2fdfe29c03886dec983f5a196ec1,194827155357212410067,0xe56c8ad67e64285aad45c90d03e5a5f674764c73
1723577584,0x844c28cefba7f0e407dbe4c9fb15d11d709ca975,56070178807183841659,0x6071ee0de2963dea0714176cc03b70a778ab8cf6
1723563185,0xfe799cbe04cf1763ef1f76ee76c5aba3ba0b2c74,51410746222450955544,0x650dac1815563b5036e47f465908d85e5d3fa6c5
1723552385,0xfe799cbe04cf1763ef1f76ee76c5aba3ba0b2c74,10000000000000000000,0x4a7d1b3b4c1ae389aa445233e7e99bd432d2ef45
1723546098,0xfe799cbe04cf1763ef1f76ee76c5aba3ba0b2c74,8000000000000000000,0x8a0142f013d39421748e67f68460495f0a71fc4a
1723546092,0xfe799cbe04cf1763ef1f76ee76c5aba3ba0b2c74,4000000000000000000,0x8a0142f013d39421748e67f68460495f0a71fc4a
1723546084,0xfe799cbe04cf1763ef1f76ee76c5aba3ba0b2c74,8000000000000000000,0x8a0142f013d39421748e67f68460495f0a71fc4a
1723509185,0x8a6eed831d981701ebf213d140c681191f721059,12000000000000000000,0x1a9af61fa92e6eb9b5eb9a39256f31a827770047
1723503785,0x8a6eed831d981701ebf213d140c681191f721059,60863385288999164155,0x40881070f07969a39cfdb53173099933b52407d2
1723473215,0xfe799cbe04cf1763ef1f76ee76c5aba3ba0b2c74,10000000000000000000,0x8a0142f013d39421748e67f68460495f0a71fc4a
1723473207,0xfe799cbe04cf1763ef1f76ee76c5aba3ba0b2c74,6000000000000000000,0x8a0142f013d39421748e67f68460495f0a71fc4a
1723473201,0xfe799cbe04cf1763ef1f76ee76c5aba3ba0b2c74,6000000000000000000,0x8a0142f013d39421748e67f68460495f0a71fc4a
1723473195,0xfe799cbe04cf1763ef1f76ee76c5aba3ba0b2c74,8000000000000000000,0x8a0142f013d39421748e67f68460495f0a71fc4a
1723473185,0xfe799cbe04cf1763ef1f76ee76c5aba3ba0b2c74,4000000000000000000,0x8a0142f013d39421748e67f68460495f0a71fc4a
1723471495,0xfe799cbe04cf1763ef1f76ee76c5aba3ba0b2c74,4000000000000000000,0x8a0142f013d39421748e67f68460495f0a71fc4a
1723471479,0xfe799cbe04cf1763ef1f76ee76c5aba3ba0b2c74,8000000000000000000,0x8a0142f013d39421748e67f68460495f0a71fc4a
1723471467,0xfe799cbe04cf1763ef1f76ee76c5aba3ba0b2c74,10000000000000000000,0x8a0142f013d39421748e67f68460495f0a71fc4a
1723471455,0xfe799cbe04cf1763ef1f76ee76c5aba3ba0b2c74,10000000000000000000,0x8a0142f013d39421748e67f68460495f0a71fc4a
1723471431,0xfe799cbe04cf1763ef1f76ee76c5aba3ba0b2c74,8000000000000000000,0x8a0142f013d39421748e67f68460495f0a71fc4a
1723471419,0xfe799cbe04cf1763ef1f76ee76c5aba3ba0b2c74,10000000000000000000,0x8a0142f013d39421748e67f68460495f0a71fc4a
1723471407,0xfe799cbe04cf1763ef1f76ee76c5aba3ba0b2c74,4000000000000000000,0x8a0142f013d39421748e67f68460495f0a71fc4a
1723471393,0xfe799cbe04cf1763ef1f76ee76c5aba3ba0b2c74,6000000000000000000,0x8a0142f013d39421748e67f68460495f0a71fc4a
1723471385,0xfe799cbe04cf1763ef1f76ee76c5aba3ba0b2c74,8000000000000000000,0x8a0142f013d39421748e67f68460495f0a71fc4a
1723444385,0x8a6eed831d981701ebf213d140c681191f721059,56931262763522216225,0xab52393bbd242330fe8025cd1d9b9ed676c29e85
1723442585,0xfe799cbe04cf1763ef1f76ee76c5aba3ba0b2c74,81506043092939085039,0x74dbcab94d821d2664479e7ecc519d2b6f9bc01a
1723424585,0x8a6eed831d981701ebf213d140c681191f721059,55956010512866288079,0x2fef2b162857a693bca80e364c711c59542dbe5a
1723413792,0x8a6eed831d981701ebf213d140c681191f721059,4000000000000000000,0x4a187ee5c723c7f761fbdedd0d2dabb9370f4863
1723339094,0xfe799cbe04cf1763ef1f76ee76c5aba3ba0b2c74,61461808076191726949,0x40881070f07969a39cfdb53173099933b52407d2
1723339084,0x844c28cefba7f0e407dbe4c9fb15d11d709ca975,10000000000000000000,0x1ffa159f21ded59f81033fa2232574bb2fa76b4f
1723338150,0x21bf63ddb91201733212a30ca15ef417984cc3dc,75929316920740540128,0x1799dd1a8c060332a19d7de8eef72bedf388610e
1723333956,0x9109abd75eae7e526fc85e33bab24ac45f71717a,5000000000000000000000,0xfde4704f1ef76f495761ad6be4b04fb78c2d98c3
1723332798,0xfe799cbe04cf1763ef1f76ee76c5aba3ba0b2c74,76140353025781054394,0xa426c304255172ceb97943c0d3a6cc1fb943ed45
1723319293,0xfe799cbe04cf1763ef1f76ee76c5aba3ba0b2c74,6000000000000000000,0xcadf7e7dfc46f80c0838552e6e3e4245868b9488
1723283304,0x8a6eed831d981701ebf213d140c681191f721059,54703998099300654502,0x25fa8f52907238bcd9832327ef58aa5525e22d9e
1723267106,0xfe799cbe04cf1763ef1f76ee76c5aba3ba0b2c74,181899078287970526507,0x00f45f6f6c4010aed2a0cd2fe6b1af58ba3aa7ee
1723213985,0x9182ac28b11b23b2adf13b079cd6e46f3bf15425,50000000000000000000,0xad105cb4bdb6b1f6ea1ff6f8ea6fee0625b38f98
