OperatorId;OperatorName;Timestamp;BlockNumber;Owner;TotalOperatorTokens;DelegatorsOperatorTokens;Delegator;DelegatorDataLost;Sponsorship
0x62f2d7de7533393e1120ce6bd10d899a556001e1;actarus | v3;1723749511;60630718;0xdb80540b5b389ddf664d6cf810758b488218d564;116580058216801732535000;69052296019079624189800;0xdb80540b5b389ddf664d6cf810758b488218d564;14000000000000000000;0xfe799cbe04cf1763ef1f76ee76c5aba3ba0b2c74
0x03b12f5cfde18b14873aa1e8e019d088865c6350;Crypto Harvest Hub;1723684685;60600874;0x051cb85c55e914deb75469af8b5ec19c2213b110;5507614100868397344450;5507614100868397344450;0x051cb85c55e914deb75469af8b5ec19c2213b110;55000000000000000000;0x09e64a2ab9caad50545430f935e5cc8f1033b8fc
0x1a9af61fa92e6eb9b5eb9a39256f31a827770047;KCKKC;1723667585;60592843;0x7a1bdd72a6a623bf527d032cd92e6a6c4ac9abda;155220524235162914883214;155220524235162914883214;0x7a1bdd72a6a623bf527d032cd92e6a6c4ac9abda;12000000000000000000;0x8a6eed831d981701ebf213d140c681191f721059
0xb1d17be813fa9f7ae112c14e28da2c90842f1308;NodesForAll;1723656787;60587761;0xb547fa7aeb4d0cb4e7029978d2eb5a5bdbcc28f6;5008096023714072047457;5008096023714072047457;0xb547fa7aeb4d0cb4e7029978d2eb5a5bdbcc28f6;8000000000000000000;0x09e64a2ab9caad50545430f935e5cc8f1033b8fc
0x20778ef053212073b85b1fe6784d9a7a797ecc49;faction17;1723649584;60584375;0x537be64dee5166bce9229dcbf31a48f67833be86;5069490773259067171588;5069490773259067171588;0x537be64dee5166bce9229dcbf31a48f67833be86;50694907732590671715;0xfe799cbe04cf1763ef1f76ee76c5aba3ba0b2c74
0x4a7d1b3b4c1ae389aa445233e7e99bd432d2ef45;NightNode - v.3;1723634285;60577198;0xdbf4a9c73d625aba1e8cc66855028e271a6ac080;222223731231480515652021;121848810859416148031163;0xdbf4a9c73d625aba1e8cc66855028e271a6ac080;8000000000000000000;0xfe799cbe04cf1763ef1f76ee76c5aba3ba0b2c74
0x44a3820e5c989c23afce6cc39b969cf745b91813;JP;1723631597;60575933;0xd83137a74f976f207fb5e138dc2dc78bf66fa9db;4770888538700965883756949;1162221362817826171769442;0xd83137a74f976f207fb5e138dc2dc78bf66fa9db;10000000000000000000;0xfe799cbe04cf1763ef1f76ee76c5aba3ba0b2c74
0x1f48d6e64d3886d5400e074a5218d6bb8f6ee049;Asura;1723627084;60573828;0x536d46cc3063e0864016a7a6e656c60f38cd3147;5334375343106649743860;5334375343106649743860;0x536d46cc3063e0864016a7a6e656c60f38cd3147;58720000000000000000;0x844c28cefba7f0e407dbe4c9fb15d11d709ca975
0x2897f95e4f0fd5218de4d41920d5af48c22836a6;Technolify;1723619891;60570524;0xc775a6190b740f22fbd4cf2cbf3c9b55cd9faee8;4924038960090789087231;4924038960090789087231;0xc775a6190b740f22fbd4cf2cbf3c9b55cd9faee8;10000000000000000000;0xfe799cbe04cf1763ef1f76ee76c5aba3ba0b2c74
0x55bef3f4cb54818e2ba0b359b836702bbbd83c3d;BMO Blockchain Solutions  - High Redundancy - Delegate with confidence;1723589287;60556503;0x47e0e0fa424caa0b0bc1e36b0f3f5d5103e0330b;373934330072053740305721;33617649609212646131922;0x47e0e0fa424caa0b0bc1e36b0f3f5d5103e0330b;12000000000000000000;0xfe799cbe04cf1763ef1f76ee76c5aba3ba0b2c74
0x4deae887cbb39afcd877c7867040fabeb9d35a99;vuillaume | v3;1723588387;60556114;0xe9eaf887c6bd62036603c64442efa96a3825c533;98099961104891550427526;98099961104891550427526;0xe9eaf887c6bd62036603c64442efa96a3825c533;10000000000000000000;0x844c28cefba7f0e407dbe4c9fb15d11d709ca975
0xe56c8ad67e64285aad45c90d03e5a5f674764c73;Global Data Operator;1723587484;60555723;0xf6622ac1898e4ffa6da9f38fcae6907e4e8d3621;18930601102482907762945;18930601102482907762945;0xf6622ac1898e4ffa6da9f38fcae6907e4e8d3621;194827155357212410067;0x161b0a8d9e7f2fdfe29c03886dec983f5a196ec1
0x6071ee0de2963dea0714176cc03b70a778ab8cf6;spm3x;1723577584;60551336;0x51deca5caa36a3505ce6e98c6f385e187a6355e8;5149379652470854333358;5149379652470854333358;0x51deca5caa36a3505ce6e98c6f385e187a6355e8;56070178807183841659;0x844c28cefba7f0e407dbe4c9fb15d11d709ca975
0x650dac1815563b5036e47f465908d85e5d3fa6c5;Crankk Community Streamr Operator;1723563185;60544686;0xb49e9508ff49e53739a72435d3c41ed05519a4f0;5141074622245095554439;5141074622245095554439;0xb49e9508ff49e53739a72435d3c41ed05519a4f0;51410746222450955544;0xfe799cbe04cf1763ef1f76ee76c5aba3ba0b2c74
0x4a7d1b3b4c1ae389aa445233e7e99bd432d2ef45;NightNode - v.3;1723552385;60539618;0xdbf4a9c73d625aba1e8cc66855028e271a6ac080;222210548744204461091068;121835628372140093470210;0xdbf4a9c73d625aba1e8cc66855028e271a6ac080;10000000000000000000;0xfe799cbe04cf1763ef1f76ee76c5aba3ba0b2c74
0x8a0142f013d39421748e67f68460495f0a71fc4a;Eric Test Operator;1723546098;60536660;0xafb8a9dcf791284278fe13158ca814570adbe3d9;5875460698157056511500;5875460698157056511500;0xafb8a9dcf791284278fe13158ca814570adbe3d9;8000000000000000000;0xfe799cbe04cf1763ef1f76ee76c5aba3ba0b2c74
0x8a0142f013d39421748e67f68460495f0a71fc4a;Eric Test Operator;1723546092;60536657;0xafb8a9dcf791284278fe13158ca814570adbe3d9;5879380570564699137237;5879380570564699137237;0xafb8a9dcf791284278fe13158ca814570adbe3d9;4000000000000000000;0xfe799cbe04cf1763ef1f76ee76c5aba3ba0b2c74
0x8a0142f013d39421748e67f68460495f0a71fc4a;Eric Test Operator;1723546084;60536654;0xafb8a9dcf791284278fe13158ca814570adbe3d9;5887220315379984388711;5887220315379984388711;0xafb8a9dcf791284278fe13158ca814570adbe3d9;8000000000000000000;0xfe799cbe04cf1763ef1f76ee76c5aba3ba0b2c74
0x1a9af61fa92e6eb9b5eb9a39256f31a827770047;KCKKC;1723509185;60519581;0x7a1bdd72a6a623bf527d032cd92e6a6c4ac9abda;155231782749391978129257;155231782749391978129257;0x7a1bdd72a6a623bf527d032cd92e6a6c4ac9abda;12000000000000000000;0x8a6eed831d981701ebf213d140c681191f721059
0x40881070f07969a39cfdb53173099933b52407d2;TCNCRYPTO;1723503785;60517055;0xe455a665196fa044a19326f82f044844cb4589c9;6084718999542980967994;6084718999542980967994;0xe455a665196fa044a19326f82f044844cb4589c9;60863385288999164155;0x8a6eed831d981701ebf213d140c681191f721059
0x8a0142f013d39421748e67f68460495f0a71fc4a;Eric Test Operator;1723473215;60502840;0xafb8a9dcf791284278fe13158ca814570adbe3d9;4917051894488434518882;4917051894488434518882;0xafb8a9dcf791284278fe13158ca814570adbe3d9;10000000000000000000;0xfe799cbe04cf1763ef1f76ee76c5aba3ba0b2c74
